Date,Home_Team,Away_Team,Line,Over_Odds,Under_Odds,URL
2024-05-26,Leeds,Southampton,10.5,1.975,1.825,https://www.totalcorner.com/stats/Leeds-vs-Southampton/155783558
2024-05-25,Man City,Man Utd,10.5,1.7,2.1,https://www.totalcorner.com/stats/Man-City-vs-Man-Utd/154434217
2024-05-22,Tottenham,Newcastle,10.5,1.8,2.0,https://www.totalcorner.com/stats/Tottenham-vs-Newcastle/155954676
2024-05-19,Sheff Utd,Tottenham,11.0,1.975,1.825,https://www.totalcorner.com/stats/Sheff-Utd-vs-Tottenham/154863278
2024-05-19,Luton,Fulham,10.5,1.875,1.925,https://www.totalcorner.com/stats/Luton-vs-Fulham/154863274
2024-05-19,Burnley,Nottm Forest,10.5,1.9,1.9,https://www.totalcorner.com/stats/Burnley-vs-Nottm-Forest/154863262
2024-05-19,Brighton,Man Utd,10.5,1.85,1.95,https://www.totalcorner.com/stats/Brighton-vs-Man-Utd/154863260
2024-05-19,Arsenal,Everton,9.5,1.8,2.0,https://www.totalcorner.com/stats/Arsenal-vs-Everton/154863254
2024-05-19,Brentford,Newcastle,10.5,1.925,1.875,https://www.totalcorner.com/stats/Brentford-vs-Newcastle/154863256
2024-05-19,Man City,West Ham,10.5,1.975,1.825,https://www.totalcorner.com/stats/Man-City-vs-West-Ham/154863276
2024-05-19,Chelsea,Bournemouth,10.5,1.85,1.95,https://www.totalcorner.com/stats/Chelsea-vs-Bournemouth/154863265
2024-05-19,Liverpool,Wolverhampton,10.0,1.85,1.95,https://www.totalcorner.com/stats/Liverpool-vs-Wolverhampton/154863272
2024-05-19,Crystal Palace,Aston Villa,10.5,2.0,1.8,https://www.totalcorner.com/stats/Crystal-Palace-vs-Aston-Villa/154863268
2024-05-17,Southampton,West Brom,11.0,1.95,1.85,https://www.totalcorner.com/stats/Southampton-vs-West-Brom/155099086
2024-05-16,Leeds,Norwich,10.5,1.9,1.9,https://www.totalcorner.com/stats/Leeds-vs-Norwich/155099082
2024-05-15,Man Utd,Newcastle,11.5,1.8,2.0,https://www.totalcorner.com/stats/Man-Utd-vs-Newcastle/154501142
2024-05-15,Brighton,Chelsea,10.0,1.825,1.975,https://www.totalcorner.com/stats/Brighton-vs-Chelsea/154501140
2024-05-14,Tottenham,Man City,11.5,1.85,1.95,https://www.totalcorner.com/stats/Tottenham-vs-Man-City/154501138
2024-05-13,Aston Villa,Liverpool,10.5,1.85,1.95,https://www.totalcorner.com/stats/Aston-Villa-vs-Liverpool/154501136
2024-05-12,Man Utd,Arsenal,11.0,1.9,1.9,https://www.totalcorner.com/stats/Man-Utd-vs-Arsenal/154501132
2024-05-12,West Brom,Southampton,10.5,2.0,1.8,https://www.totalcorner.com/stats/West-Brom-vs-Southampton/155099044
2024-05-12,Norwich,Leeds,10.5,1.975,1.825,https://www.totalcorner.com/stats/Norwich-vs-Leeds/155099038
2024-05-11,Fulham,Man City,10.0,1.85,1.95,https://www.totalcorner.com/stats/Fulham-vs-Man-City/154501100
2024-05-11,Wolverhampton,Crystal Palace,10.0,1.825,1.975,https://www.totalcorner.com/stats/Wolverhampton-vs-Crystal-Palace/154501124
2024-05-11,Nottm Forest,Chelsea,10.0,1.8,2.0,https://www.totalcorner.com/stats/Nottm-Forest-vs-Chelsea/154501126
2024-05-11,Tottenham,Burnley,11.5,1.95,1.85,https://www.totalcorner.com/stats/Tottenham-vs-Burnley/154501119
2024-05-11,Bournemouth,Brentford,11.0,1.85,1.95,https://www.totalcorner.com/stats/Bournemouth-vs-Brentford/154501102
2024-05-11,Newcastle,Brighton,10.0,1.95,1.85,https://www.totalcorner.com/stats/Newcastle-vs-Brighton/154501113
2024-05-11,West Ham,Luton,10.5,1.9,1.9,https://www.totalcorner.com/stats/West-Ham-vs-Luton/154501121
2024-05-11,Everton,Sheff Utd,11.0,1.95,1.85,https://www.totalcorner.com/stats/Everton-vs-Sheff-Utd/154501109
2024-05-09,Olympiakos,Aston Villa,9.5,1.85,1.95,https://www.totalcorner.com/stats/Olympiakos-vs-Aston-Villa/154289059
2024-05-06,Crystal Palace,Man Utd,11.0,1.85,1.95,https://www.totalcorner.com/stats/Crystal-Palace-vs-Man-Utd/154138821
2024-05-05,Chelsea,West Ham,10.5,1.9,1.9,https://www.totalcorner.com/stats/Chelsea-vs-West-Ham/154138811
2024-05-05,Brighton,Aston Villa,10.0,1.825,1.975,https://www.totalcorner.com/stats/Brighton-vs-Aston-Villa/154138800
2024-05-05,Liverpool,Tottenham,11.5,1.9,1.9,https://www.totalcorner.com/stats/Liverpool-vs-Tottenham/154138813
2024-05-04,Leeds,Southampton,11.0,2.0,1.8,https://www.totalcorner.com/stats/Leeds-vs-Southampton/154501151
2024-05-04,Man City,Wolverhampton,11.0,1.775,2.025,https://www.totalcorner.com/stats/Man-City-vs-Wolverhampton/154138808
2024-05-04,Burnley,Newcastle,10.5,1.95,1.85,https://www.totalcorner.com/stats/Burnley-vs-Newcastle/154138802
2024-05-04,Brentford,Fulham,10.5,2.0,1.8,https://www.totalcorner.com/stats/Brentford-vs-Fulham/154138797
2024-05-04,Arsenal,Bournemouth,10.5,1.825,1.975,https://www.totalcorner.com/stats/Arsenal-vs-Bournemouth/154138795
2024-05-04,Middlesbrough,Watford,10.0,1.8,2.0,https://www.totalcorner.com/stats/Middlesbrough-vs-Watford/154501157
2024-05-04,Sheff Utd,Nottm Forest,10.5,1.95,1.85,https://www.totalcorner.com/stats/Sheff-Utd-vs-Nottm-Forest/154138805
2024-05-03,Luton,Everton,11.0,1.925,1.875,https://www.totalcorner.com/stats/Luton-vs-Everton/154138792
2024-05-02,Chelsea,Tottenham,11.5,1.925,1.875,https://www.totalcorner.com/stats/Chelsea-vs-Tottenham/154138785
2024-05-02,Aston Villa,Olympiakos,9.5,1.975,1.825,https://www.totalcorner.com/stats/Aston-Villa-vs-Olympiakos/154289027
2024-04-28,Bournemouth,Brighton,10.5,2.0,1.8,https://www.totalcorner.com/stats/Bournemouth-vs-Brighton/153577849
2024-04-28,Nottm Forest,Man City,10.5,1.85,1.95,https://www.totalcorner.com/stats/Nottm-Forest-vs-Man-City/153577868
2024-04-28,Tottenham,Arsenal,10.5,1.75,2.05,https://www.totalcorner.com/stats/Tottenham-vs-Arsenal/153577858
2024-04-27,Fulham,Crystal Palace,10.5,1.825,1.975,https://www.totalcorner.com/stats/Fulham-vs-Crystal-Palace/153577827
2024-04-27,West Ham,Liverpool,10.5,1.9,1.9,https://www.totalcorner.com/stats/West-Ham-vs-Liverpool/153577824
2024-04-27,Norwich,Swansea,10.0,1.85,1.95,https://www.totalcorner.com/stats/Norwich-vs-Swansea/154138853
2024-04-27,Aston Villa,Chelsea,10.5,1.825,1.975,https://www.totalcorner.com/stats/Aston-Villa-vs-Chelsea/153577842
2024-04-27,Southampton,Stoke,10.5,1.975,1.825,https://www.totalcorner.com/stats/Southampton-vs-Stoke/154138861
2024-04-27,Wolverhampton,Luton,10.5,1.925,1.875,https://www.totalcorner.com/stats/Wolverhampton-vs-Luton/153577838
2024-04-27,Newcastle,Sheff Utd,11.5,1.9,1.9,https://www.totalcorner.com/stats/Newcastle-vs-Sheff-Utd/153577835
2024-04-27,Watford,Sunderland,10.0,1.85,1.95,https://www.totalcorner.com/stats/Watford-vs-Sunderland/154138863
2024-04-27,Man Utd,Burnley,11.5,1.85,1.95,https://www.totalcorner.com/stats/Man-Utd-vs-Burnley/153577831
2024-04-27,Everton,Brentford,10.5,1.95,1.85,https://www.totalcorner.com/stats/Everton-vs-Brentford/153577840
2024-04-25,Brighton,Man City,10.0,1.9,1.9,https://www.totalcorner.com/stats/Brighton-vs-Man-City/153233617
2024-04-24,Crystal Palace,Newcastle,10.0,1.85,1.95,https://www.totalcorner.com/stats/Crystal-Palace-vs-Newcastle/153233608
2024-04-24,Everton,Liverpool,10.5,1.9,1.9,https://www.totalcorner.com/stats/Everton-vs-Liverpool/153233610
2024-04-24,Wolverhampton,Bournemouth,10.5,1.9,1.9,https://www.totalcorner.com/stats/Wolverhampton-vs-Bournemouth/153233603
2024-04-24,Man Utd,Sheff Utd,11.5,1.9,1.9,https://www.totalcorner.com/stats/Man-Utd-vs-Sheff-Utd/153233614
2024-04-23,Leicester,Southampton,10.5,1.9,1.9,https://www.totalcorner.com/stats/Leicester-vs-Southampton/153782641
2024-04-23,Arsenal,Chelsea,10.0,1.85,1.95,https://www.totalcorner.com/stats/Arsenal-vs-Chelsea/153233599
2024-04-21,Everton,Nottm Forest,10.5,1.875,1.925,https://www.totalcorner.com/stats/Everton-vs-Nottm-Forest/153233573
2024-04-21,Fulham,Liverpool,10.5,1.775,2.025,https://www.totalcorner.com/stats/Fulham-vs-Liverpool/153233590
2024-04-21,Crystal Palace,West Ham,10.5,2.0,1.8,https://www.totalcorner.com/stats/Crystal-Palace-vs-West-Ham/153233582
2024-04-21,Coventry,Man Utd,10.5,2.0,1.8,https://www.totalcorner.com/stats/Coventry-vs-Man-Utd/152643891
2024-04-21,Aston Villa,Bournemouth,11.0,1.975,1.825,https://www.totalcorner.com/stats/Aston-Villa-vs-Bournemouth/153233576
2024-04-20,Leicester,West Brom,10.5,2.0,1.8,https://www.totalcorner.com/stats/Leicester-vs-West-Brom/153782592
2024-04-20,Wolverhampton,Arsenal,10.0,1.825,1.975,https://www.totalcorner.com/stats/Wolverhampton-vs-Arsenal/153233571
2024-04-20,Man City,Chelsea,10.0,1.75,2.05,https://www.totalcorner.com/stats/Man-City-vs-Chelsea/152643894
2024-04-20,Luton,Brentford,10.5,1.825,1.975,https://www.totalcorner.com/stats/Luton-vs-Brentford/153233567
2024-04-20,Sheff Utd,Burnley,10.5,1.925,1.875,https://www.totalcorner.com/stats/Sheff-Utd-vs-Burnley/153233569
2024-04-20,Watford,Hull,10.0,1.875,1.925,https://www.totalcorner.com/stats/Watford-vs-Hull/153782623
2024-04-20,Cardiff,Southampton,10.0,1.825,1.975,https://www.totalcorner.com/stats/Cardiff-vs-Southampton/153782598
2024-04-18,Atalanta,Liverpool,10.5,1.875,1.925,https://www.totalcorner.com/stats/Atalanta-vs-Liverpool/152528838
2024-04-18,West Ham,Bayer Leverkusen,9.5,1.85,1.95,https://www.totalcorner.com/stats/West-Ham-vs-Bayer-Leverkusen/152528841
2024-04-18,Lille,Aston Villa,10.0,1.95,1.85,https://www.totalcorner.com/stats/Lille-vs-Aston-Villa/152531665
2024-04-17,Bayern Munich,Arsenal,9.0,1.8,2.0,https://www.totalcorner.com/stats/Bayern-Munich-vs-Arsenal/152526560
2024-04-17,Man City,Real Madrid,10.0,2.0,1.8,https://www.totalcorner.com/stats/Man-City-vs-Real-Madrid/152526566
2024-04-15,Chelsea,Everton,11.0,1.975,1.825,https://www.totalcorner.com/stats/Chelsea-vs-Everton/152348913
2024-04-14,West Ham,Fulham,10.0,1.85,1.95,https://www.totalcorner.com/stats/West-Ham-vs-Fulham/152348900
2024-04-14,Arsenal,Aston Villa,10.5,1.9,1.9,https://www.totalcorner.com/stats/Arsenal-vs-Aston-Villa/152348902
2024-04-14,Liverpool,Crystal Palace,11.5,1.9,1.9,https://www.totalcorner.com/stats/Liverpool-vs-Crystal-Palace/152348904
2024-04-13,Man City,Luton,11.5,1.85,1.95,https://www.totalcorner.com/stats/Man-City-vs-Luton/152348896
2024-04-13,Nottm Forest,Wolverhampton,10.0,1.875,1.925,https://www.totalcorner.com/stats/Nottm-Forest-vs-Wolverhampton/152348898
2024-04-13,West Brom,Sunderland,10.5,1.925,1.875,https://www.totalcorner.com/stats/West-Brom-vs-Sunderland/153233664
2024-04-13,Southampton,Watford,10.5,1.85,1.95,https://www.totalcorner.com/stats/Southampton-vs-Watford/153233647
2024-04-13,Newcastle,Tottenham,11.0,2.0,1.8,https://www.totalcorner.com/stats/Newcastle-vs-Tottenham/152348890
2024-04-13,Bournemouth,Man Utd,12.0,1.875,1.925,https://www.totalcorner.com/stats/Bournemouth-vs-Man-Utd/152348908
2024-04-13,Burnley,Brighton,10.0,1.95,1.85,https://www.totalcorner.com/stats/Burnley-vs-Brighton/152348894
2024-04-13,Brentford,Sheff Utd,10.5,1.825,1.975,https://www.totalcorner.com/stats/Brentford-vs-Sheff-Utd/152348892
2024-04-11,Liverpool,Atalanta,10.5,1.9,1.9,https://www.totalcorner.com/stats/Liverpool-vs-Atalanta/152528825
2024-04-11,Aston Villa,Lille,9.5,1.825,1.975,https://www.totalcorner.com/stats/Aston-Villa-vs-Lille/152531635
2024-04-11,Bayer Leverkusen,West Ham,10.0,1.85,1.95,https://www.totalcorner.com/stats/Bayer-Leverkusen-vs-West-Ham/152528829
2024-04-10,Swansea,Stoke,10.5,2.0,1.8,https://www.totalcorner.com/stats/Swansea-vs-Stoke/152710359
2024-04-09,Real Madrid,Man City,9.5,1.825,1.975,https://www.totalcorner.com/stats/Real-Madrid-vs-Man-City/152526472
2024-04-09,Arsenal,Bayern Munich,9.5,1.85,1.95,https://www.totalcorner.com/stats/Arsenal-vs-Bayern-Munich/152526467
2024-04-07,Tottenham,Nottm Forest,10.5,1.8,2.0,https://www.totalcorner.com/stats/Tottenham-vs-Nottm-Forest/151989414
2024-04-07,Sheff Utd,Chelsea,10.5,1.825,1.975,https://www.totalcorner.com/stats/Sheff-Utd-vs-Chelsea/151989407
2024-04-07,Man Utd,Liverpool,11.5,1.85,1.95,https://www.totalcorner.com/stats/Man-Utd-vs-Liverpool/151989404
2024-04-06,Stoke,West Brom,10.0,1.875,1.925,https://www.totalcorner.com/stats/Stoke-vs-West-Brom/152710304
2024-04-06,Everton,Burnley,10.0,1.8,2.0,https://www.totalcorner.com/stats/Everton-vs-Burnley/151989393
2024-04-06,Luton,Bournemouth,11.0,1.8,2.0,https://www.totalcorner.com/stats/Luton-vs-Bournemouth/151989398
2024-04-06,Fulham,Newcastle,10.0,1.875,1.925,https://www.totalcorner.com/stats/Fulham-vs-Newcastle/151989395
2024-04-06,Brighton,Arsenal,9.5,1.85,1.95,https://www.totalcorner.com/stats/Brighton-vs-Arsenal/151989402
2024-04-06,Wolverhampton,West Ham,10.5,2.0,1.8,https://www.totalcorner.com/stats/Wolverhampton-vs-West-Ham/151989400
2024-04-06,Aston Villa,Brentford,10.5,1.8,2.0,https://www.totalcorner.com/stats/Aston-Villa-vs-Brentford/151989391
2024-04-06,Crystal Palace,Man City,10.0,1.85,1.95,https://www.totalcorner.com/stats/Crystal-Palace-vs-Man-City/151989389
2024-04-04,Chelsea,Man Utd,10.5,1.775,2.025,https://www.totalcorner.com/stats/Chelsea-vs-Man-Utd/151638660
2024-04-04,Liverpool,Sheff Utd,11.5,1.9,1.9,https://www.totalcorner.com/stats/Liverpool-vs-Sheff-Utd/151638666
2024-04-03,Brentford,Brighton,10.0,1.85,1.95,https://www.totalcorner.com/stats/Brentford-vs-Brighton/151638633
2024-04-03,Man City,Aston Villa,11.0,1.925,1.875,https://www.totalcorner.com/stats/Man-City-vs-Aston-Villa/151638669
2024-04-03,Arsenal,Luton,11.0,1.85,1.95,https://www.totalcorner.com/stats/Arsenal-vs-Luton/151638625
2024-04-02,Nottm Forest,Fulham,10.5,2.0,1.8,https://www.totalcorner.com/stats/Nottm-Forest-vs-Fulham/151638646
2024-04-02,Newcastle,Everton,10.5,1.95,1.85,https://www.totalcorner.com/stats/Newcastle-vs-Everton/151638663
2024-04-02,Bournemouth,Crystal Palace,11.0,2.0,1.8,https://www.totalcorner.com/stats/Bournemouth-vs-Crystal-Palace/151638623
2024-04-02,Burnley,Wolverhampton,10.0,1.85,1.95,https://www.totalcorner.com/stats/Burnley-vs-Wolverhampton/151638639
2024-04-02,West Ham,Tottenham,10.5,1.875,1.925,https://www.totalcorner.com/stats/West-Ham-vs-Tottenham/151638653
2024-04-01,Leicester,Norwich,10.5,1.95,1.85,https://www.totalcorner.com/stats/Leicester-vs-Norwich/152151728
2024-04-01,West Brom,Watford,10.5,1.95,1.85,https://www.totalcorner.com/stats/West-Brom-vs-Watford/152151767
2024-04-01,Stoke,Huddersfield,10.0,1.825,1.975,https://www.totalcorner.com/stats/Stoke-vs-Huddersfield/152151758
2024-03-31,Liverpool,Brighton,10.5,1.975,1.825,https://www.totalcorner.com/stats/Liverpool-vs-Brighton/151638619
2024-03-31,Man City,Arsenal,9.5,1.725,2.075,https://www.totalcorner.com/stats/Man-City-vs-Arsenal/151638621
2024-03-30,Bournemouth,Everton,11.5,2.075,1.725,https://www.totalcorner.com/stats/Bournemouth-vs-Everton/151638605
2024-03-30,Nottm Forest,Crystal Palace,10.5,2.1,1.7,https://www.totalcorner.com/stats/Nottm-Forest-vs-Crystal-Palace/151638609
2024-03-30,Brentford,Man Utd,11.0,1.85,1.95,https://www.totalcorner.com/stats/Brentford-vs-Man-Utd/151638617
2024-03-30,Sheff Utd,Fulham,10.5,2.025,1.775,https://www.totalcorner.com/stats/Sheff-Utd-vs-Fulham/151638611
2024-03-30,Chelsea,Burnley,10.5,1.975,1.825,https://www.totalcorner.com/stats/Chelsea-vs-Burnley/151638607
2024-03-30,Tottenham,Luton,11.5,1.925,1.875,https://www.totalcorner.com/stats/Tottenham-vs-Luton/151638613
2024-03-30,Newcastle,West Ham,10.5,1.9,1.9,https://www.totalcorner.com/stats/Newcastle-vs-West-Ham/151638602
2024-03-30,Aston Villa,Wolverhampton,10.5,1.925,1.875,https://www.totalcorner.com/stats/Aston-Villa-vs-Wolverhampton/151638615
2024-03-29,Southampton,Middlesbrough,11.0,2.0,1.8,https://www.totalcorner.com/stats/Southampton-vs-Middlesbrough/152151720
2024-03-29,Hull,Stoke,10.5,2.0,1.8,https://www.totalcorner.com/stats/Hull-vs-Stoke/152151707
2024-03-29,Watford,Leeds,10.5,1.975,1.825,https://www.totalcorner.com/stats/Watford-vs-Leeds/152151725
2024-03-29,Cardiff,Sunderland,9.5,2.0,1.8,https://www.totalcorner.com/stats/Cardiff-vs-Sunderland/152151700
2024-03-17,Chelsea,Leicester,9.5,1.8,2.0,https://www.totalcorner.com/stats/Chelsea-vs-Leicester/151736787
2024-03-17,Man Utd,Liverpool,11.5,1.925,1.875,https://www.totalcorner.com/stats/Man-Utd-vs-Liverpool/151736783
2024-03-17,West Ham,Aston Villa,10.0,1.75,2.05,https://www.totalcorner.com/stats/West-Ham-vs-Aston-Villa/151297963
2024-03-16,Luton,Nottm Forest,11.0,2.0,1.8,https://www.totalcorner.com/stats/Luton-vs-Nottm-Forest/151297943
2024-03-16,Fulham,Tottenham,11.5,2.0,1.8,https://www.totalcorner.com/stats/Fulham-vs-Tottenham/151297951
2024-03-16,Man City,Newcastle,10.0,1.825,1.975,https://www.totalcorner.com/stats/Man-City-vs-Newcastle/151736791
2024-03-16,Stoke,Norwich,10.0,1.8,2.0,https://www.totalcorner.com/stats/Stoke-vs-Norwich/151989474
2024-03-16,Burnley,Brentford,10.0,1.85,1.95,https://www.totalcorner.com/stats/Burnley-vs-Brentford/151297938
2024-03-16,Wolverhampton,Coventry,10.5,1.925,1.875,https://www.totalcorner.com/stats/Wolverhampton-vs-Coventry/151736778
2024-03-16,Sunderland,QPR,10.5,2.0,1.8,https://www.totalcorner.com/stats/Sunderland-vs-QPR/151989477
2024-03-14,Liverpool,Sparta Prague,10.0,1.925,1.875,https://www.totalcorner.com/stats/Liverpool-vs-Sparta-Prague/151462247
2024-03-14,Aston Villa,Ajax,9.5,1.9,1.9,https://www.totalcorner.com/stats/Aston-Villa-vs-Ajax/151464083
2024-03-14,Bodo/Glimt,Crystal Palace,8.5,1.8,2.0,https://www.totalcorner.com/stats/Bodo-Glimt-vs-Crystal-Palace/152436617
2024-03-14,Brighton,Roma,10.0,1.95,1.85,https://www.totalcorner.com/stats/Brighton-vs-Roma/151462242
2024-03-14,West Ham,SC Freiburg,9.5,2.0,1.8,https://www.totalcorner.com/stats/West-Ham-vs-SC-Freiburg/151462245
2024-03-13,Bournemouth,Luton,11.5,1.975,1.825,https://www.totalcorner.com/stats/Bournemouth-vs-Luton/150946267
2024-03-12,Arsenal,FC Porto,10.0,1.9,1.9,https://www.totalcorner.com/stats/Arsenal-vs-FC-Porto/148285242
2024-03-11,Chelsea,Newcastle,10.0,2.0,1.8,https://www.totalcorner.com/stats/Chelsea-vs-Newcastle/150946265
2024-03-10,Huddersfield,West Brom,10.5,1.825,1.975,https://www.totalcorner.com/stats/Huddersfield-vs-West-Brom/151638702
2024-03-10,Brighton,Nottm Forest,10.5,2.0,1.8,https://www.totalcorner.com/stats/Brighton-vs-Nottm-Forest/150946259
2024-03-10,West Ham,Burnley,10.0,1.9,1.9,https://www.totalcorner.com/stats/West-Ham-vs-Burnley/150946261
2024-03-10,Liverpool,Man City,10.0,1.825,1.975,https://www.totalcorner.com/stats/Liverpool-vs-Man-City/150946263
2024-03-10,Aston Villa,Tottenham,11.0,1.9,1.9,https://www.totalcorner.com/stats/Aston-Villa-vs-Tottenham/150946257
2024-03-09,Wolverhampton,Fulham,10.0,1.825,1.975,https://www.totalcorner.com/stats/Wolverhampton-vs-Fulham/150946253
2024-03-09,Man Utd,Everton,11.0,1.8,2.0,https://www.totalcorner.com/stats/Man-Utd-vs-Everton/150946242
2024-03-09,Arsenal,Brentford,10.5,1.9,1.9,https://www.totalcorner.com/stats/Arsenal-vs-Brentford/150946255
2024-03-09,Crystal Palace,Luton,10.5,2.0,1.8,https://www.totalcorner.com/stats/Crystal-Palace-vs-Luton/150946250
2024-03-09,Hull,Leicester,10.0,2.0,1.8,https://www.totalcorner.com/stats/Hull-vs-Leicester/151638680
2024-03-09,Southampton,Sunderland,11.0,1.95,1.85,https://www.totalcorner.com/stats/Southampton-vs-Sunderland/151638692
2024-03-09,Bournemouth,Sheff Utd,11.0,1.775,2.025,https://www.totalcorner.com/stats/Bournemouth-vs-Sheff-Utd/150946248
2024-03-07,SC Freiburg,West Ham,9.5,2.0,1.8,https://www.totalcorner.com/stats/SC-Freiburg-vs-West-Ham/151461762
2024-03-07,Sparta Prague,Liverpool,10.0,1.95,1.85,https://www.totalcorner.com/stats/Sparta-Prague-vs-Liverpool/151461731
2024-03-07,Roma,Brighton,8.5,1.825,1.975,https://www.totalcorner.com/stats/Roma-vs-Brighton/151461745
2024-03-07,Ajax,Aston Villa,9.5,2.0,1.8,https://www.totalcorner.com/stats/Ajax-vs-Aston-Villa/151463819
2024-03-06,Man City,FC Copenhagen,9.5,1.85,1.95,https://www.totalcorner.com/stats/Man-City-vs-FC-Copenhagen/148285232
2024-03-06,Watford,Swansea,10.0,2.0,1.8,https://www.totalcorner.com/stats/Watford-vs-Swansea/150946368
2024-03-06,QPR,West Brom,11.0,2.1,1.7,https://www.totalcorner.com/stats/QPR-vs-West-Brom/150946376
2024-03-05,Sunderland,Leicester,10.0,2.0,1.8,https://www.totalcorner.com/stats/Sunderland-vs-Leicester/150946343
2024-03-04,Sheff Utd,Arsenal,10.5,1.925,1.875,https://www.totalcorner.com/stats/Sheff-Utd-vs-Arsenal/150597312
2024-03-03,Burnley,Bournemouth,11.0,1.975,1.825,https://www.totalcorner.com/stats/Burnley-vs-Bournemouth/150597307
2024-03-03,Man City,Man Utd,11.5,1.95,1.85,https://www.totalcorner.com/stats/Man-City-vs-Man-Utd/150597309
2024-03-02,Everton,West Ham,10.5,1.8,2.0,https://www.totalcorner.com/stats/Everton-vs-West-Ham/150597291
2024-03-02,Fulham,Brighton,9.5,1.725,2.075,https://www.totalcorner.com/stats/Fulham-vs-Brighton/150597294
2024-03-02,Leicester,QPR,10.5,1.975,1.825,https://www.totalcorner.com/stats/Leicester-vs-QPR/150946297
2024-03-02,Nottm Forest,Liverpool,10.5,2.0,1.8,https://www.totalcorner.com/stats/Nottm-Forest-vs-Liverpool/150597299
2024-03-02,Newcastle,Wolverhampton,10.5,2.0,1.8,https://www.totalcorner.com/stats/Newcastle-vs-Wolverhampton/150597296
2024-03-02,Luton,Aston Villa,11.0,2.0,1.8,https://www.totalcorner.com/stats/Luton-vs-Aston-Villa/150597305
2024-03-02,Brentford,Chelsea,10.5,2.0,1.8,https://www.totalcorner.com/stats/Brentford-vs-Chelsea/150597288
2024-03-02,Tottenham,Crystal Palace,10.5,1.725,2.075,https://www.totalcorner.com/stats/Tottenham-vs-Crystal-Palace/150597301
2024-03-02,Stoke,Middlesbrough,10.0,1.875,1.925,https://www.totalcorner.com/stats/Stoke-vs-Middlesbrough/150946327
2024-03-02,Norwich,Sunderland,10.0,1.8,2.0,https://www.totalcorner.com/stats/Norwich-vs-Sunderland/150946314
2024-02-28,Chelsea,Leeds,10.0,1.825,1.975,https://www.totalcorner.com/stats/Chelsea-vs-Leeds/150691402
2024-02-28,Liverpool,Southampton,10.5,1.875,1.925,https://www.totalcorner.com/stats/Liverpool-vs-Southampton/150641856
2024-02-28,Wolverhampton,Brighton,10.0,1.875,1.925,https://www.totalcorner.com/stats/Wolverhampton-vs-Brighton/150189877
2024-02-28,Nottm Forest,Man Utd,10.0,1.95,1.85,https://www.totalcorner.com/stats/Nottm-Forest-vs-Man-Utd/150692305
2024-02-27,Luton,Man City,10.0,1.725,2.075,https://www.totalcorner.com/stats/Luton-vs-Man-City/150189879
2024-02-27,Bournemouth,Leicester,10.5,1.95,1.85,https://www.totalcorner.com/stats/Bournemouth-vs-Leicester/150189874
2024-02-27,Blackburn,Newcastle,10.5,1.975,1.825,https://www.totalcorner.com/stats/Blackburn-vs-Newcastle/150250585
2024-02-26,West Ham,Brentford,10.5,2.0,1.8,https://www.totalcorner.com/stats/West-Ham-vs-Brentford/150597285
2024-02-25,Chelsea,Liverpool,10.0,1.875,1.925,https://www.totalcorner.com/stats/Chelsea-vs-Liverpool/150014799
2024-02-25,Wolverhampton,Sheff Utd,11.0,2.0,1.8,https://www.totalcorner.com/stats/Wolverhampton-vs-Sheff-Utd/150597282
2024-02-24,Arsenal,Newcastle,10.5,2.0,1.8,https://www.totalcorner.com/stats/Arsenal-vs-Newcastle/150597276
2024-02-24,Brighton,Everton,10.5,1.95,1.85,https://www.totalcorner.com/stats/Brighton-vs-Everton/150597257
2024-02-24,Hull,West Brom,10.5,2.0,1.8,https://www.totalcorner.com/stats/Hull-vs-West-Brom/150747546
2024-02-24,Watford,Huddersfield,10.5,1.925,1.875,https://www.totalcorner.com/stats/Watford-vs-Huddersfield/150747573
2024-02-24,Sunderland,Swansea,10.0,1.8,2.0,https://www.totalcorner.com/stats/Sunderland-vs-Swansea/150747569
2024-02-24,Crystal Palace,Burnley,10.0,1.9,1.9,https://www.totalcorner.com/stats/Crystal-Palace-vs-Burnley/150597265
2024-02-24,Aston Villa,Nottm Forest,10.5,1.825,1.975,https://www.totalcorner.com/stats/Aston-Villa-vs-Nottm-Forest/150597254
2024-02-24,Man Utd,Fulham,11.0,1.9,1.9,https://www.totalcorner.com/stats/Man-Utd-vs-Fulham/150597268
2024-02-24,Cardiff,Stoke,10.0,1.975,1.825,https://www.totalcorner.com/stats/Cardiff-vs-Stoke/150747552
2024-02-24,Bournemouth,Man City,11.0,2.0,1.8,https://www.totalcorner.com/stats/Bournemouth-vs-Man-City/150597272
2024-02-23,Leeds,Leicester,10.0,1.95,1.85,https://www.totalcorner.com/stats/Leeds-vs-Leicester/150747542
2024-02-21,Liverpool,Luton,11.0,2.0,1.8,https://www.totalcorner.com/stats/Liverpool-vs-Luton/150597252
2024-02-21,FC Porto,Arsenal,9.0,1.85,1.95,https://www.totalcorner.com/stats/FC-Porto-vs-Arsenal/148284641
2024-02-20,Southampton,Hull,10.5,1.8,2.0,https://www.totalcorner.com/stats/Southampton-vs-Hull/150597383
2024-02-20,Man City,Brentford,11.0,1.9,1.9,https://www.totalcorner.com/stats/Man-City-vs-Brentford/150076016
2024-02-19,Everton,Crystal Palace,10.0,1.975,1.825,https://www.totalcorner.com/stats/Everton-vs-Crystal-Palace/150076014
